,nameQuad,voltage,subOr,subEx,xOr,yOr,xEx,yEx
785,line_785,225.0,sub_1017,sub_2174,3.69917352583271,43.4444151029162,3.4729121658085798,43.385452241157
786,line_786,225.0,sub_1017,sub_3747,3.69917352583271,43.4444151029162,3.8415220721719803,43.5797630714595
787,line_787,225.0,sub_2733,sub_1017,3.71917352583271,43.4444151029162,3.69917352583271,43.4444151029162
788,line_788,225.0,sub_2733,sub_1017,3.71917352583271,43.4444151029162,3.69917352583271,43.4444151029162
789,line_789,225.0,sub_2288,sub_3146,3.5188449508041204,43.307710393865996,3.49291216580857,43.385452241157
790,line_790,225.0,sub_2288,sub_3146,3.5188449508041204,43.307710393865996,3.49291216580857,43.385452241157
791,line_791,225.0,sub_3024,sub_155,3.08734569557549,50.6393845666512,3.12721036918043,50.6535305018153
792,line_792,225.0,sub_3024,sub_155,3.08734569557549,50.6393845666512,3.12721036918043,50.6535305018153
793,line_793,225.0,sub_861,sub_3003,1.50380272264494,43.6154628868696,1.5207868992672802,43.552025667534195
794,line_794,63.0,sub_861,sub_871,1.50380272264494,43.6154628868696,1.50269184468741,43.615029208703696
795,line_795,63.0,sub_861,sub_2821,1.50380272264494,43.6154628868696,1.47455377059051,43.663025707421504
796,line_796,225.0,sub_2777,sub_2506,1.48380272264494,43.6154628868696,1.46190066630025,43.608821724790204
797,line_797,400.0,sub_2777,sub_1211,1.48380272264494,43.6154628868696,1.66431247769777,43.6348216440125
798,line_798,400.0,sub_2777,sub_1211,1.48380272264494,43.6154628868696,1.66431247769777,43.6348216440125
799,line_799,225.0,sub_861,sub_2777,1.50380272264494,43.6154628868696,1.48380272264494,43.6154628868696
800,line_800,225.0,sub_861,sub_2777,1.50380272264494,43.6154628868696,1.48380272264494,43.6154628868696
801,line_801,63.0,sub_4985,sub_2609,7.15210628232461,44.00609898956039,7.1789671340663395,43.9224155940094
802,line_802,63.0,sub_4985,sub_4713,7.15210628232461,44.00609898956039,7.210760598415161,43.8563130436236
803,line_803,150.0,sub_3597,sub_2406,7.13210628232461,44.00609898956039,7.296203852365809,44.046622384422996
804,line_804,150.0,sub_3597,sub_5148,7.13210628232461,44.00609898956039,6.84013453065956,43.954959943032705
805,line_805,225.0,sub_3597,sub_4130,7.13210628232461,44.00609898956039,7.18814913600759,43.730356130728204
806,line_806,150.0,sub_3597,sub_2003,7.13210628232461,44.00609898956039,7.08711469409786,44.1283135412002
807,line_807,63.0,sub_1860,sub_4149,-3.65614066720379,47.928146057444,-3.7949545657203996,47.910975314599504
808,line_808,63.0,sub_1785,sub_4834,2.7627080233508803,46.2888739426042,2.76663723092173,46.287932968194895
809,line_809,225.0,sub_4531,sub_1104,6.0213870191127095,46.200887984445295,6.0213870191127095,46.1835674763696
810,line_810,225.0,sub_4531,sub_1129,6.0213870191127095,46.200887984445295,6.68925249552341,46.213248406434495
811,line_811,63.0,sub_3101,sub_398,2.43200309620079,43.5073360564447,2.3749076922057,43.5111349752579
812,line_812,63.0,sub_3101,sub_564,2.43200309620079,43.5073360564447,2.4681199027821803,43.517938118927404
813,line_813,63.0,sub_1358,sub_2925,-0.86238190714695,43.2347798499922,-0.880313064957213,43.0476548672071
814,line_814,63.0,sub_1358,sub_1655,-0.86238190714695,43.2347798499922,-0.627814857545701,43.207596045451204
815,line_815,225.0,sub_884,sub_4489,2.43082054873264,44.268684672879104,2.61840305863959,44.3872690866328
816,line_816,63.0,sub_884,sub_4285,2.43082054873264,44.268684672879104,2.26362413689861,44.125127153343804
817,line_817,225.0,sub_3436,sub_3417,-0.141125425634796,45.4610176676264,-0.20765185758759397,45.203978522718494
818,line_818,63.0,sub_3472,sub_4842,-0.0232774769093084,43.9614229511425,-0.25614264856974,43.8824419928917
819,line_819,90.0,sub_2042,sub_5030,3.6005192821382797,48.5591425207535,3.7541929822449904,48.50493812407479
820,line_820,63.0,sub_2042,sub_1724,3.6005192821382797,48.5591425207535,3.51723394453734,48.512925725307895
821,line_821,225.0,sub_1156,sub_1833,3.5805192821382796,48.5591425207535,3.54811865102196,48.5322955810363
822,line_822,225.0,sub_2042,sub_1156,3.6005192821382797,48.5591425207535,3.5805192821382796,48.5591425207535
823,line_823,225.0,sub_2024,sub_2994,-2.02548374316694,43.310916104487895,-2.03320012914228,43.3223966074589
824,line_824,400.0,sub_2024,sub_4267,-2.02548374316694,43.310916104487895,-2.03376801441441,43.282631833240394
825,line_825,400.0,sub_2024,sub_1143,-2.02548374316694,43.310916104487895,-2.0761944212856003,43.2402054263692
826,line_826,225.0,sub_2024,sub_5043,-2.02548374316694,43.310916104487895,-2.0475789207271,43.2092893559117
827,line_827,400.0,sub_627,sub_386,-2.01962587879067,43.2967739688642,-2.00548374316694,43.270916104487895
828,line_828,400.0,sub_627,sub_3849,-2.01962587879067,43.2967739688642,-2.05167771979251,43.291781932869604
829,line_829,400.0,sub_627,sub_4024,-2.01962587879067,43.2967739688642,-2.06548374316694,43.310916104487895
830,line_830,400.0,sub_627,sub_2962,-2.01962587879067,43.2967739688642,-2.00548374316694,43.3709161044879
831,line_831,400.0,sub_627,sub_3591,-2.01962587879067,43.2967739688642,-2.06205228566187,43.254347561993
832,line_832,400.0,sub_627,sub_2024,-2.01962587879067,43.2967739688642,-2.02548374316694,43.310916104487895
833,line_833,63.0,sub_1576,sub_266,6.6416861184405604,44.38185623029389,6.5930375577944895,44.2758769871528
834,line_834,225.0,sub_1576,sub_4324,6.6416861184405604,44.38185623029389,6.28095723435246,44.471357368581295
835,line_835,63.0,sub_1576,sub_2587,6.6416861184405604,44.38185623029389,6.76313483448236,44.4651783173034
836,line_836,63.0,sub_4924,sub_2588,3.0746046607271302,46.5804704699856,2.90544025899133,46.676128774925296
837,line_837,225.0,sub_4924,sub_409,3.0746046607271302,46.5804704699856,3.37188883938923,46.534989052107704
838,line_838,63.0,sub_4924,sub_1110,3.0746046607271302,46.5804704699856,2.86038611693016,46.41066702756479
839,line_839,90.0,sub_4858,sub_1848,0.732596757450464,49.8373781581645,0.973142736674644,49.834001927488394
840,line_840,90.0,sub_4858,sub_2989,0.732596757450464,49.8373781581645,0.4138718541121071,49.7505195521961
841,line_841,225.0,sub_1840,sub_3211,4.3554705528835695,44.315243694337596,4.70970678286599,44.2719799238173
842,line_842,225.0,sub_1840,sub_3340,4.3554705528835695,44.315243694337596,4.048171170674951,44.4536441849402
843,line_843,225.0,sub_3935,sub_1664,6.024260686085531,43.5501143959235,6.167953563766299,43.519139165684
844,line_844,225.0,sub_4586,sub_714,2.62112227219994,50.437067765772106,2.6906084884309602,50.499934323194104
845,line_845,90.0,sub_4586,sub_161,2.62112227219994,50.437067765772106,2.43688805713637,50.475091043715295
846,line_846,400.0,sub_3240,sub_610,1.0262608642400302,49.65381487477939,0.650293585238463,49.85374812909429
847,line_847,400.0,sub_3240,sub_5146,1.0262608642400302,49.65381487477939,1.22127522074854,49.9639353196503
848,line_848,400.0,sub_3240,sub_3249,1.0262608642400302,49.65381487477939,1.92217449434052,49.284933213589895
849,line_849,400.0,sub_3240,sub_4791,1.0262608642400302,49.65381487477939,0.7291585645510881,49.3403419946125
850,line_850,400.0,sub_3240,sub_3681,1.0262608642400302,49.65381487477939,2.24989862980144,49.2142891685888
851,line_851,400.0,sub_3240,sub_1419,1.0262608642400302,49.65381487477939,1.0079113714932901,49.4715041878393
852,line_852,400.0,sub_3240,sub_610,1.0262608642400302,49.65381487477939,0.650293585238463,49.85374812909429
853,line_853,400.0,sub_3240,sub_5146,1.0262608642400302,49.65381487477939,1.22127522074854,49.9639353196503
854,line_854,400.0,sub_3240,sub_3249,1.0262608642400302,49.65381487477939,1.92217449434052,49.284933213589895
855,line_855,400.0,sub_3240,sub_4791,1.0262608642400302,49.65381487477939,0.7291585645510881,49.3403419946125
856,line_856,400.0,sub_3240,sub_3681,1.0262608642400302,49.65381487477939,2.24989862980144,49.2142891685888
857,line_857,400.0,sub_3240,sub_1419,1.0262608642400302,49.65381487477939,1.0079113714932901,49.4715041878393
858,line_858,400.0,sub_3240,sub_610,1.0262608642400302,49.65381487477939,0.650293585238463,49.85374812909429
859,line_859,400.0,sub_3240,sub_610,1.0262608642400302,49.65381487477939,0.650293585238463,49.85374812909429
860,line_860,400.0,sub_3580,sub_181,-0.689585983060001,44.624428241859505,-0.619987827754965,44.6237591727825
861,line_861,225.0,sub_1205,sub_4902,0.829919317548436,49.030809077141505,0.8964965845346551,49.278545026953005
862,line_863,225.0,sub_4594,sub_87,2.49615080954686,49.2662739932753,2.4297626985472003,49.2950182513529
863,line_863,225.0,sub_4594,sub_1568,2.49615080954686,49.2662739932753,2.45200020697698,49.2401150130412
864,line_864,63.0,sub_4594,sub_258,2.49615080954686,49.2662739932753,2.50952142886356,49.276118041441606
865,line_865,63.0,sub_4594,sub_1603,2.49615080954686,49.2662739932753,2.51277135502996,49.2994311330452
866,line_866,63.0,sub_797,sub_4092,0.381287949612114,43.0874370701774,0.38160463712586,43.0872501199409
867,line_867,225.0,sub_2044,sub_1047,4.57295763615273,48.7678267136844,4.51839901359276,48.837062995981
868,line_868,63.0,sub_70,sub_1751,-0.516482388162916,44.917499083170604,-0.529148155469661,44.9174094234688
869,line_869,63.0,sub_1744,sub_2691,5.3552313506174904,48.0399666375393,5.15928080675911,48.11791291986879
870,line_870,63.0,sub_1744,sub_2978,5.3552313506174904,48.0399666375393,5.492028272388559,47.997887569352706
